Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,READ,8000,Total,,20,454961004544,52933,423464,0,0,256,29,,
,READ,8250,Total,,21,468050903040,49934,399472,0,0,256,29,,
,READ,8500,Total,,21,481103314944,49791,398328,0,0,256,29,,
,READ,8750,Total,,22,494169620480,49844,398752,0,0,256,29,,
,READ,9000,Total,,23,507269742592,49973,399784,0,0,256,29,,
,READ,9250,Total,,23,520362393600,49944,399556,0,0,256,28,,
,READ,9500,Total,,24,532518404096,46371,370972,0,0,256,26,,
,READ,9750,Total,,24,538773684224,23862,190896,0,0,256,20,,
,READ,10000,Total,,24,545426505728,25378,203028,0,0,256,20,,
,READ,10250,Total,,25,556125519872,40813,326508,0,0,256,28,,
,READ,10500,Total,,25,568606457856,47611,380888,0,0,256,29,,
,READ,10750,Total,,26,581860327424,50559,404476,0,0,256,29,,
